timestep,agg_RIS,category,date,NER,NER_SA
W,Industry,Leisure and hospitality,2016-07-16,16107000.0,15637000.0
W,Industry,Leisure and hospitality,2016-07-23,16116000.0,15643000.0
W,Industry,Leisure and hospitality,2016-07-30,16124000.0,15653000.0
W,Industry,Leisure and hospitality,2016-08-06,16129000.0,15658000.0
W,Industry,Leisure and hospitality,2016-08-13,16126000.0,15654000.0
W,Industry,Leisure and hospitality,2016-08-20,16121000.0,15659000.0
W,Industry,Leisure and hospitality,2016-08-27,16104000.0,15653000.0
W,Industry,Leisure and hospitality,2016-09-03,16104000.0,15677000.0
W,Industry,Leisure and hospitality,2016-09-10,16081000.0,15687000.0
W,Industry,Leisure and hospitality,2016-09-17,16066000.0,15704000.0
W,Industry,Leisure and hospitality,2016-09-24,16031000.0,15703000.0
W,Industry,Leisure and hospitality,2016-10-01,15994000.0,15702000.0
W,Industry,Leisure and hospitality,2016-10-08,15977000.0,15710000.0
W,Industry,Leisure and hospitality,2016-10-15,15963000.0,15724000.0
W,Industry,Leisure and hospitality,2016-10-22,15942000.0,15732000.0
W,Industry,Leisure and hospitality,2016-10-29,15933000.0,15765000.0
W,Industry,Leisure and hospitality,2016-11-05,15924000.0,15784000.0
W,Industry,Leisure and hospitality,2016-11-12,15894000.0,15783000.0
W,Industry,Leisure and hospitality,2016-11-19,15908000.0,15792000.0
W,Industry,Leisure and hospitality,2016-11-26,15869000.0,15790000.0
W,Industry,Leisure and hospitality,2016-12-03,15758000.0,15767000.0
W,Industry,Leisure and hospitality,2016-12-10,15602000.0,15766000.0
W,Industry,Leisure and hospitality,2016-12-17,15593000.0,15785000.0
W,Industry,Leisure and hospitality,2016-12-24,15519000.0,15771000.0
W,Industry,Leisure and hospitality,2016-12-31,15436000.0,15784000.0
W,Industry,Leisure and hospitality,2017-01-07,15345000.0,15791000.0
W,Industry,Leisure and hospitality,2017-01-14,15280000.0,15780000.0
W,Industry,Leisure and hospitality,2017-01-21,15275000.0,15784000.0
W,Industry,Leisure and hospitality,2017-01-28,15229000.0,15753000.0
W,Industry,Leisure and hospitality,2017-02-04,15238000.0,15759000.0
W,Industry,Leisure and hospitality,2017-02-11,15249000.0,15771000.0
W,Industry,Leisure and hospitality,2017-02-18,15262000.0,15774000.0
W,Industry,Leisure and hospitality,2017-02-25,15291000.0,15791000.0
W,Industry,Leisure and hospitality,2017-03-04,15331000.0,15804000.0
W,Industry,Leisure and hospitality,2017-03-11,15378000.0,15815000.0
W,Industry,Leisure and hospitality,2017-03-18,15398000.0,15800000.0
W,Industry,Leisure and hospitality,2017-03-25,15448000.0,15809000.0
W,Industry,Leisure and hospitality,2017-04-01,15496000.0,15819000.0
W,Industry,Leisure and hospitality,2017-04-08,15541000.0,15831000.0
W,Industry,Leisure and hospitality,2017-04-15,15672000.0,15900000.0
W,Industry,Leisure and hospitality,2017-04-22,15714000.0,15914000.0
W,Industry,Leisure and hospitality,2017-04-29,15769000.0,15923000.0
W,Industry,Leisure and hospitality,2017-05-06,15827000.0,15939000.0
W,Industry,Leisure and hospitality,2017-05-13,15906000.0,15941000.0
W,Industry,Leisure and hospitality,2017-05-20,15992000.0,15948000.0
W,Industry,Leisure and hospitality,2017-05-27,16106000.0,15968000.0
W,Industry,Leisure and hospitality,2017-06-03,16216000.0,15991000.0
W,Industry,Leisure and hospitality,2017-06-10,16314000.0,16009000.0
W,Industry,Leisure and hospitality,2017-06-17,16398000.0,16018000.0
W,Industry,Leisure and hospitality,2017-06-24,16473000.0,16036000.0
W,Industry,Leisure and hospitality,2017-07-01,16527000.0,16046000.0
W,Industry,Leisure and hospitality,2017-07-08,16533000.0,16049000.0
W,Industry,Leisure and hospitality,2017-07-15,16543000.0,16054000.0
W,Industry,Leisure and hospitality,2017-07-22,16545000.0,16054000.0
W,Industry,Leisure and hospitality,2017-07-29,16548000.0,16060000.0
W,Industry,Leisure and hospitality,2017-08-05,16550000.0,16062000.0
W,Industry,Leisure and hospitality,2017-08-12,16562000.0,16075000.0
W,Industry,Leisure and hospitality,2017-08-19,16562000.0,16078000.0
W,Industry,Leisure and hospitality,2017-08-26,16546000.0,16082000.0
W,Industry,Leisure and hospitality,2017-09-02,16542000.0,16094000.0
W,Industry,Leisure and hospitality,2017-09-09,16513000.0,16101000.0
W,Industry,Leisure and hospitality,2017-09-16,16492000.0,16111000.0
W,Industry,Leisure and hospitality,2017-09-23,16461000.0,16113000.0
W,Industry,Leisure and hospitality,2017-09-30,16431000.0,16120000.0
W,Industry,Leisure and hospitality,2017-10-07,16410000.0,16129000.0
W,Industry,Leisure and hospitality,2017-10-14,16386000.0,16133000.0
W,Industry,Leisure and hospitality,2017-10-21,16361000.0,16139000.0
W,Industry,Leisure and hospitality,2017-10-28,16315000.0,16135000.0
W,Industry,Leisure and hospitality,2017-11-04,16255000.0,16113000.0
W,Industry,Leisure and hospitality,2017-11-11,16229000.0,16117000.0
W,Industry,Leisure and hospitality,2017-11-18,16227000.0,16119000.0
W,Industry,Leisure and hospitality,2017-11-25,16190000.0,16112000.0
W,Industry,Leisure and hospitality,2017-12-02,16068000.0,16073000.0
W,Industry,Leisure and hospitality,2017-12-09,15921000.0,16078000.0
W,Industry,Leisure and hospitality,2017-12-16,15897000.0,16090000.0
W,Industry,Leisure and hospitality,2017-12-23,15841000.0,16090000.0
W,Industry,Leisure and hospitality,2017-12-30,15756000.0,16086000.0
W,Industry,Leisure and hospitality,2018-01-06,15621000.0,16065000.0
W,Industry,Leisure and hospitality,2018-01-13,15546000.0,16053000.0
W,Industry,Leisure and hospitality,2018-01-20,15542000.0,16059000.0
W,Industry,Leisure and hospitality,2018-01-27,15554000.0,16078000.0
W,Industry,Leisure and hospitality,2018-02-03,15561000.0,16084000.0
W,Industry,Leisure and hospitality,2018-02-10,15566000.0,16089000.0
W,Industry,Leisure and hospitality,2018-02-17,15590000.0,16099000.0
W,Industry,Leisure and hospitality,2018-02-24,15599000.0,16102000.0
W,Industry,Leisure and hospitality,2018-03-03,15637000.0,16108000.0
W,Industry,Leisure and hospitality,2018-03-10,15671000.0,16114000.0
W,Industry,Leisure and hospitality,2018-03-17,15705000.0,16110000.0
W,Industry,Leisure and hospitality,2018-03-24,15727000.0,16099000.0
W,Industry,Leisure and hospitality,2018-03-31,15762000.0,16094000.0
W,Industry,Leisure and hospitality,2018-04-07,15812000.0,16117000.0
W,Industry,Leisure and hospitality,2018-04-14,15864000.0,16109000.0
W,Industry,Leisure and hospitality,2018-04-21,15909000.0,16122000.0
W,Industry,Leisure and hospitality,2018-04-28,15966000.0,16136000.0
W,Industry,Leisure and hospitality,2018-05-05,16009000.0,16138000.0
W,Industry,Leisure and hospitality,2018-05-12,16108000.0,16159000.0
W,Industry,Leisure and hospitality,2018-05-19,16207000.0,16176000.0
W,Industry,Leisure and hospitality,2018-05-26,16308000.0,16184000.0
W,Industry,Leisure and hospitality,2018-06-02,16413000.0,16200000.0
W,Industry,Leisure and hospitality,2018-06-09,16509000.0,16215000.0
W,Industry,Leisure and hospitality,2018-06-16,16618000.0,16239000.0
W,Industry,Leisure and hospitality,2018-06-23,16688000.0,16253000.0
W,Industry,Leisure and hospitality,2018-06-30,16746000.0,16259000.0
W,Industry,Leisure and hospitality,2018-07-07,16764000.0,16272000.0
W,Industry,Leisure and hospitality,2018-07-14,16780000.0,16280000.0
W,Industry,Leisure and hospitality,2018-07-21,16794000.0,16293000.0
W,Industry,Leisure and hospitality,2018-07-28,16801000.0,16303000.0
W,Industry,Leisure and hospitality,2018-08-04,16803000.0,16304000.0
W,Industry,Leisure and hospitality,2018-08-11,16817000.0,16321000.0
W,Industry,Leisure and hospitality,2018-08-18,16831000.0,16332000.0
W,Industry,Leisure and hospitality,2018-08-25,16803000.0,16332000.0
W,Industry,Leisure and hospitality,2018-09-01,16799000.0,16338000.0
W,Industry,Leisure and hospitality,2018-09-08,16761000.0,16341000.0
W,Industry,Leisure and hospitality,2018-09-15,16735000.0,16347000.0
W,Industry,Leisure and hospitality,2018-09-22,16711000.0,16353000.0
W,Industry,Leisure and hospitality,2018-09-29,16679000.0,16361000.0
W,Industry,Leisure and hospitality,2018-10-06,16643000.0,16358000.0
W,Industry,Leisure and hospitality,2018-10-13,16598000.0,16345000.0
W,Industry,Leisure and hospitality,2018-10-20,16548000.0,16329000.0
W,Industry,Leisure and hospitality,2018-10-27,16484000.0,16311000.0
W,Industry,Leisure and hospitality,2018-11-03,16449000.0,16316000.0
W,Industry,Leisure and hospitality,2018-11-10,16420000.0,16319000.0
W,Industry,Leisure and hospitality,2018-11-17,16418000.0,16327000.0
W,Industry,Leisure and hospitality,2018-11-24,16383000.0,16318000.0
W,Industry,Leisure and hospitality,2018-12-01,16289000.0,16300000.0
W,Industry,Leisure and hospitality,2018-12-08,16151000.0,16305000.0
W,Industry,Leisure and hospitality,2018-12-15,16137000.0,16336000.0
W,Industry,Leisure and hospitality,2018-12-22,16098000.0,16347000.0
W,Industry,Leisure and hospitality,2018-12-29,16033000.0,16350000.0
W,Industry,Leisure and hospitality,2019-01-05,15907000.0,16332000.0
W,Industry,Leisure and hospitality,2019-01-12,15803000.0,16308000.0
W,Industry,Leisure and hospitality,2019-01-19,15808000.0,16318000.0
W,Industry,Leisure and hospitality,2019-01-26,15802000.0,16314000.0
W,Industry,Leisure and hospitality,2019-02-02,15792000.0,16306000.0
W,Industry,Leisure and hospitality,2019-02-09,15800000.0,16306000.0
W,Industry,Leisure and hospitality,2019-02-16,15800000.0,16295000.0
W,Industry,Leisure and hospitality,2019-02-23,15809000.0,16296000.0
W,Industry,Leisure and hospitality,2019-03-02,15828000.0,16283000.0
W,Industry,Leisure and hospitality,2019-03-09,15845000.0,16275000.0
W,Industry,Leisure and hospitality,2019-03-16,15877000.0,16266000.0
W,Industry,Leisure and hospitality,2019-03-23,15923000.0,16276000.0
W,Industry,Leisure and hospitality,2019-03-30,15967000.0,16271000.0
W,Industry,Leisure and hospitality,2019-04-06,15947000.0,16242000.0
W,Industry,Leisure and hospitality,2019-04-13,15988000.0,16225000.0
W,Industry,Leisure and hospitality,2019-04-20,16014000.0,16218000.0
W,Industry,Leisure and hospitality,2019-04-27,16030000.0,16196000.0
W,Industry,Leisure and hospitality,2019-05-04,16070000.0,16195000.0
W,Industry,Leisure and hospitality,2019-05-11,16141000.0,16191000.0
W,Industry,Leisure and hospitality,2019-05-18,16221000.0,16188000.0
W,Industry,Leisure and hospitality,2019-05-25,16311000.0,16185000.0
W,Industry,Leisure and hospitality,2019-06-01,16386000.0,16172000.0
W,Industry,Leisure and hospitality,2019-06-08,16460000.0,16166000.0
W,Industry,Leisure and hospitality,2019-06-15,16531000.0,16153000.0
W,Industry,Leisure and hospitality,2019-06-22,16584000.0,16147000.0
W,Industry,Leisure and hospitality,2019-06-29,16625000.0,16134000.0
W,Industry,Leisure and hospitality,2019-07-06,16632000.0,16130000.0
W,Industry,Leisure and hospitality,2019-07-13,16625000.0,16118000.0
W,Industry,Leisure and hospitality,2019-07-20,16610000.0,16103000.0
W,Industry,Leisure and hospitality,2019-07-27,16586000.0,16087000.0
W,Industry,Leisure and hospitality,2019-08-03,16581000.0,16078000.0
W,Industry,Leisure and hospitality,2019-08-10,16562000.0,16068000.0
W,Industry,Leisure and hospitality,2019-08-17,16546000.0,16047000.0
W,Industry,Leisure and hospitality,2019-08-24,16498000.0,16034000.0
W,Industry,Leisure and hospitality,2019-08-31,16467000.0,16014000.0
W,Industry,Leisure and hospitality,2019-09-07,16408000.0,15998000.0
W,Industry,Leisure and hospitality,2019-09-14,16343000.0,15972000.0
W,Industry,Leisure and hospitality,2019-09-21,16307000.0,15965000.0
W,Industry,Leisure and hospitality,2019-09-28,16250000.0,15950000.0
W,Industry,Leisure and hospitality,2019-10-05,16190000.0,15928000.0
W,Industry,Leisure and hospitality,2019-10-12,16153000.0,15923000.0
W,Industry,Leisure and hospitality,2019-10-19,16126000.0,15920000.0
W,Industry,Leisure and hospitality,2019-10-26,16075000.0,15914000.0
W,Industry,Leisure and hospitality,2019-11-02,16027000.0,15905000.0
W,Industry,Leisure and hospitality,2019-11-09,15969000.0,15887000.0
W,Industry,Leisure and hospitality,2019-11-16,15938000.0,15872000.0
W,Industry,Leisure and hospitality,2019-11-23,15911000.0,15863000.0
W,Industry,Leisure and hospitality,2019-11-30,15860000.0,15872000.0
W,Industry,Leisure and hospitality,2019-12-07,15763000.0,15894000.0
W,Industry,Leisure and hospitality,2019-12-14,15668000.0,15868000.0
W,Industry,Leisure and hospitality,2019-12-21,15610000.0,15853000.0
W,Industry,Leisure and hospitality,2019-12-28,15535000.0,15841000.0
W,Industry,Leisure and hospitality,2020-01-04,15410000.0,15818000.0
W,Industry,Leisure and hospitality,2020-01-11,15328000.0,15827000.0
W,Industry,Leisure and hospitality,2020-01-18,15311000.0,15823000.0
W,Industry,Leisure and hospitality,2020-01-25,15288000.0,15798000.0
W,Industry,Leisure and hospitality,2020-02-01,15268000.0,15783000.0
W,Industry,Leisure and hospitality,2020-02-08,15243000.0,15751000.0
W,Industry,Leisure and hospitality,2020-02-15,15233000.0,15730000.0
W,Industry,Leisure and hospitality,2020-02-22,15240000.0,15730000.0
W,Industry,Leisure and hospitality,2020-02-29,15248000.0,15708000.0
W,Industry,Leisure and hospitality,2020-03-07,15243000.0,15679000.0
W,Industry,Leisure and hospitality,2020-03-14,15206000.0,15601000.0
W,Industry,Leisure and hospitality,2020-03-21,14894000.0,15256000.0
W,Industry,Leisure and hospitality,2020-03-28,14466000.0,14774000.0
W,Industry,Leisure and hospitality,2020-04-04,14096000.0,14395000.0
W,Industry,Leisure and hospitality,2020-04-11,13776000.0,14024000.0
W,Industry,Leisure and hospitality,2020-04-18,13593000.0,13800000.0
W,Industry,Leisure and hospitality,2020-04-25,13503000.0,13677000.0
W,Industry,Leisure and hospitality,2020-05-02,13436000.0,13571000.0
W,Industry,Leisure and hospitality,2020-05-09,13431000.0,13497000.0
W,Industry,Leisure and hospitality,2020-05-16,13488000.0,13472000.0
W,Industry,Leisure and hospitality,2020-05-23,13505000.0,13396000.0
W,Industry,Leisure and hospitality,2020-05-30,13571000.0,13372000.0
W,Industry,Leisure and hospitality,2020-06-06,13600000.0,13320000.0
W,Industry,Leisure and hospitality,2020-06-13,13660000.0,13296000.0
W,Industry,Leisure and hospitality,2020-06-20,13710000.0,13284000.0
W,Industry,Leisure and hospitality,2020-06-27,13734000.0,13249000.0
W,Industry,Leisure and hospitality,2020-07-04,13732000.0,13229000.0
W,Industry,Leisure and hospitality,2020-07-11,13723000.0,13214000.0
W,Industry,Leisure and hospitality,2020-07-18,13688000.0,13178000.0
W,Industry,Leisure and hospitality,2020-07-25,13657000.0,13155000.0
W,Industry,Leisure and hospitality,2020-08-01,13613000.0,13108000.0
W,Industry,Leisure and hospitality,2020-08-08,13575000.0,13077000.0
W,Industry,Leisure and hospitality,2020-08-15,13547000.0,13044000.0
W,Industry,Leisure and hospitality,2020-08-22,13494000.0,13021000.0
W,Industry,Leisure and hospitality,2020-08-29,13452000.0,12993000.0
W,Industry,Leisure and hospitality,2020-09-05,13411000.0,12987000.0
W,Industry,Leisure and hospitality,2020-09-12,13386000.0,13005000.0
W,Industry,Leisure and hospitality,2020-09-19,13335000.0,12984000.0
W,Industry,Leisure and hospitality,2020-09-26,13280000.0,12966000.0
W,Industry,Leisure and hospitality,2020-10-03,13251000.0,12978000.0
W,Industry,Leisure and hospitality,2020-10-10,13218000.0,12979000.0
W,Industry,Leisure and hospitality,2020-10-17,13186000.0,12971000.0
W,Industry,Leisure and hospitality,2020-10-24,13140000.0,12966000.0
W,Industry,Leisure and hospitality,2020-10-31,13093000.0,12960000.0
W,Industry,Leisure and hospitality,2020-11-07,13046000.0,12953000.0
W,Industry,Leisure and hospitality,2020-11-14,12984000.0,12916000.0
W,Industry,Leisure and hospitality,2020-11-21,12921000.0,12863000.0
W,Industry,Leisure and hospitality,2020-11-28,12825000.0,12816000.0
W,Industry,Leisure and hospitality,2020-12-05,12687000.0,12780000.0
W,Industry,Leisure and hospitality,2020-12-12,12535000.0,12726000.0
W,Industry,Leisure and hospitality,2020-12-19,12456000.0,12682000.0
W,Industry,Leisure and hospitality,2020-12-26,12370000.0,12658000.0
W,Industry,Leisure and hospitality,2021-01-02,12238000.0,12612000.0
W,Industry,Leisure and hospitality,2021-01-09,12151000.0,12632000.0
W,Industry,Leisure and hospitality,2021-01-16,12066000.0,12581000.0
W,Industry,Leisure and hospitality,2021-01-23,12033000.0,12540000.0
W,Industry,Leisure and hospitality,2021-01-30,12034000.0,12551000.0
W,Industry,Leisure and hospitality,2021-02-06,12029000.0,12538000.0
W,Industry,Leisure and hospitality,2021-02-13,12042000.0,12542000.0
W,Industry,Leisure and hospitality,2021-02-20,12055000.0,12546000.0
W,Industry,Leisure and hospitality,2021-02-27,12081000.0,12549000.0
W,Industry,Leisure and hospitality,2021-03-06,12115000.0,12557000.0
W,Industry,Leisure and hospitality,2021-03-13,12188000.0,12594000.0
W,Industry,Leisure and hospitality,2021-03-20,12246000.0,12618000.0
W,Industry,Leisure and hospitality,2021-03-27,12331000.0,12651000.0
W,Industry,Leisure and hospitality,2021-04-03,12412000.0,12713000.0
W,Industry,Leisure and hospitality,2021-04-10,12511000.0,12777000.0
W,Industry,Leisure and hospitality,2021-04-17,12600000.0,12812000.0
W,Industry,Leisure and hospitality,2021-04-24,12697000.0,12882000.0
W,Industry,Leisure and hospitality,2021-05-01,12795000.0,12940000.0
W,Industry,Leisure and hospitality,2021-05-08,12906000.0,12992000.0
W,Industry,Leisure and hospitality,2021-05-15,13033000.0,13037000.0
W,Industry,Leisure and hospitality,2021-05-22,13176000.0,13090000.0
W,Industry,Leisure and hospitality,2021-05-29,13351000.0,13174000.0
W,Industry,Leisure and hospitality,2021-06-05,13496000.0,13236000.0
W,Industry,Leisure and hospitality,2021-06-12,13670000.0,13326000.0
W,Industry,Leisure and hospitality,2021-06-19,13820000.0,13407000.0
W,Industry,Leisure and hospitality,2021-06-26,13994000.0,13523000.0
W,Industry,Leisure and hospitality,2021-07-03,14101000.0,13601000.0
W,Industry,Leisure and hospitality,2021-07-10,14241000.0,13735000.0
W,Industry,Leisure and hospitality,2021-07-17,14353000.0,13846000.0
W,Industry,Leisure and hospitality,2021-07-24,14437000.0,13935000.0
W,Industry,Leisure and hospitality,2021-07-31,14509000.0,14008000.0
W,Industry,Leisure and hospitality,2021-08-07,14554000.0,14057000.0
W,Industry,Leisure and hospitality,2021-08-14,14584000.0,14084000.0
W,Industry,Leisure and hospitality,2021-08-21,14606000.0,14128000.0
W,Industry,Leisure and hospitality,2021-08-28,14643000.0,14184000.0
W,Industry,Leisure and hospitality,2021-09-04,14656000.0,14225000.0
W,Industry,Leisure and hospitality,2021-09-11,14685000.0,14298000.0
W,Industry,Leisure and hospitality,2021-09-18,14692000.0,14339000.0
W,Industry,Leisure and hospitality,2021-09-25,14700000.0,14379000.0
W,Industry,Leisure and hospitality,2021-10-02,14716000.0,14439000.0
W,Industry,Leisure and hospitality,2021-10-09,14722000.0,14480000.0
W,Industry,Leisure and hospitality,2021-10-16,14706000.0,14488000.0
W,Industry,Leisure and hospitality,2021-10-23,14708000.0,14528000.0
W,Industry,Leisure and hospitality,2021-10-30,14690000.0,14552000.0
W,Industry,Leisure and hospitality,2021-11-06,14680000.0,14581000.0
W,Industry,Leisure and hospitality,2021-11-13,14659000.0,14590000.0
W,Industry,Leisure and hospitality,2021-11-20,14666000.0,14605000.0
W,Industry,Leisure and hospitality,2021-11-27,14665000.0,14646000.0
W,Industry,Leisure and hospitality,2021-12-04,14605000.0,14679000.0
W,Industry,Leisure and hospitality,2021-12-11,14512000.0,14696000.0
W,Industry,Leisure and hospitality,2021-12-18,14469000.0,14688000.0
W,Industry,Leisure and hospitality,2021-12-25,14410000.0,14690000.0
W,Industry,Leisure and hospitality,2022-01-01,14342000.0,14699000.0
W,Industry,Leisure and hospitality,2022-01-08,14314000.0,14783000.0
W,Industry,Leisure and hospitality,2022-01-15,14302000.0,14816000.0
W,Industry,Leisure and hospitality,2022-01-22,14294000.0,14800000.0
W,Industry,Leisure and hospitality,2022-01-29,14306000.0,14822000.0
W,Industry,Leisure and hospitality,2022-02-05,14308000.0,14817000.0
W,Industry,Leisure and hospitality,2022-02-12,14321000.0,14823000.0
W,Industry,Leisure and hospitality,2022-02-19,14327000.0,14820000.0
W,Industry,Leisure and hospitality,2022-02-26,14338000.0,14812000.0
W,Industry,Leisure and hospitality,2022-03-05,14374000.0,14820000.0
W,Industry,Leisure and hospitality,2022-03-12,14424000.0,14837000.0
W,Industry,Leisure and hospitality,2022-03-19,14466000.0,14842000.0
W,Industry,Leisure and hospitality,2022-03-26,14523000.0,14851000.0
W,Industry,Leisure and hospitality,2022-04-02,14591000.0,14891000.0
W,Industry,Leisure and hospitality,2022-04-09,14650000.0,14925000.0
W,Industry,Leisure and hospitality,2022-04-16,14715000.0,14931000.0
W,Industry,Leisure and hospitality,2022-04-23,14776000.0,14967000.0
W,Industry,Leisure and hospitality,2022-04-30,14841000.0,14992000.0
W,Industry,Leisure and hospitality,2022-05-07,14918000.0,15015000.0
W,Industry,Leisure and hospitality,2022-05-14,15047000.0,15062000.0
W,Industry,Leisure and hospitality,2022-05-21,15144000.0,15071000.0
W,Industry,Leisure and hospitality,2022-05-28,15295000.0,15130000.0
W,Industry,Leisure and hospitality,2022-06-04,15412000.0,15163000.0
W,Industry,Leisure and hospitality,2022-06-11,15575000.0,15243000.0
W,Industry,Leisure and hospitality,2022-06-18,15678000.0,15273000.0
W,Industry,Leisure and hospitality,2022-06-25,15794000.0,15331000.0
W,Industry,Leisure and hospitality,2022-07-02,15859000.0,15360000.0
W,Industry,Leisure and hospitality,2022-07-09,15895000.0,15390000.0
W,Industry,Leisure and hospitality,2022-07-16,15920000.0,15413000.0
W,Industry,Leisure and hospitality,2022-07-23,15962000.0,15458000.0
W,Industry,Leisure and hospitality,2022-07-30,15981000.0,15482000.0
W,Industry,Leisure and hospitality,2022-08-06,15989000.0,15490000.0
W,Industry,Leisure and hospitality,2022-08-13,15992000.0,15494000.0
W,Industry,Leisure and hospitality,2022-08-20,15977000.0,15493000.0
W,Industry,Leisure and hospitality,2022-08-27,15969000.0,15509000.0
W,Industry,Leisure and hospitality,2022-09-03,15959000.0,15522000.0
W,Industry,Leisure and hospitality,2022-09-10,15929000.0,15536000.0
W,Industry,Leisure and hospitality,2022-09-17,15903000.0,15546000.0
W,Industry,Leisure and hospitality,2022-09-24,15883000.0,15555000.0
W,Industry,Leisure and hospitality,2022-10-01,15865000.0,15582000.0
W,Industry,Leisure and hospitality,2022-10-08,15848000.0,15601000.0
W,Industry,Leisure and hospitality,2022-10-15,15828000.0,15606000.0
W,Industry,Leisure and hospitality,2022-10-22,15812000.0,15624000.0
W,Industry,Leisure and hospitality,2022-10-29,15792000.0,15649000.0
W,Industry,Leisure and hospitality,2022-11-05,15784000.0,15679000.0
W,Industry,Leisure and hospitality,2022-11-12,15777000.0,15706000.0
W,Industry,Leisure and hospitality,2022-11-19,15773000.0,15710000.0
W,Industry,Leisure and hospitality,2022-11-26,15675000.0,15648000.0
W,Industry,Leisure and hospitality,2022-12-03,15597000.0,15653000.0
W,Industry,Leisure and hospitality,2022-12-10,15582000.0,15757000.0
W,Industry,Leisure and hospitality,2022-12-17,15561000.0,15774000.0
W,Industry,Leisure and hospitality,2022-12-24,15533000.0,15804000.0
W,Industry,Leisure and hospitality,2022-12-31,15424000.0,15767000.0
W,Industry,Leisure and hospitality,2023-01-07,15433000.0,15868000.0
W,Industry,Leisure and hospitality,2023-01-14,15346000.0,15842000.0
W,Industry,Leisure and hospitality,2023-01-21,15348000.0,15837000.0
W,Industry,Leisure and hospitality,2023-01-28,15387000.0,15874000.0
W,Industry,Leisure and hospitality,2023-02-04,15419000.0,15903000.0
W,Industry,Leisure and hospitality,2023-02-11,15474000.0,15944000.0
W,Industry,Leisure and hospitality,2023-02-18,15479000.0,15991000.0
W,Industry,Leisure and hospitality,2023-02-25,15502000.0,15998000.0
W,Industry,Leisure and hospitality,2023-03-04,15549000.0,16021000.0
W,Industry,Leisure and hospitality,2023-03-11,15623000.0,16063000.0
W,Industry,Leisure and hospitality,2023-03-18,15655000.0,16088000.0
W,Industry,Leisure and hospitality,2023-03-25,15721000.0,16116000.0
W,Industry,Leisure and hospitality,2023-04-01,15791000.0,16140000.0
W,Industry,Leisure and hospitality,2023-04-08,15860000.0,16178000.0
W,Industry,Leisure and hospitality,2023-04-15,15944000.0,16241000.0
W,Industry,Leisure and hospitality,2023-04-22,15998000.0,16235000.0
W,Industry,Leisure and hospitality,2023-04-29,16086000.0,16302000.0
W,Industry,Leisure and hospitality,2023-05-06,16157000.0,16348000.0
W,Industry,Leisure and hospitality,2023-05-13,16271000.0,16407000.0
W,Industry,Leisure and hospitality,2023-05-20,16385000.0,16445000.0
W,Industry,Leisure and hospitality,2023-05-27,16508000.0,16485000.0
W,Industry,Leisure and hospitality,2023-06-03,16670000.0,16557000.0
W,Industry,Leisure and hospitality,2023-06-10,16808000.0,16614000.0
W,Industry,Leisure and hospitality,2023-06-17,16954000.0,16677000.0
W,Industry,Leisure and hospitality,2023-06-24,17084000.0,16720000.0
W,Industry,Leisure and hospitality,2023-07-01,17202000.0,16775000.0
W,Industry,Leisure and hospitality,2023-07-08,17285000.0,16812000.0
W,Industry,Leisure and hospitality,2023-07-15,17331000.0,16859000.0
W,Industry,Manufacturing,2010-01-02,11220000.0,11252000.0
W,Industry,Manufacturing,2010-01-09,11224000.0,11264000.0
W,Industry,Manufacturing,2010-01-16,11209000.0,11268000.0
W,Industry,Manufacturing,2010-01-23,11190000.0,11259000.0
W,Industry,Manufacturing,2010-01-30,11180000.0,11261000.0
W,Industry,Manufacturing,2010-02-06,11171000.0,11254000.0
W,Industry,Manufacturing,2010-02-13,11167000.0,11255000.0
W,Industry,Manufacturing,2010-02-20,11167000.0,11253000.0
W,Industry,Manufacturing,2010-02-27,11170000.0,11256000.0
W,Industry,Manufacturing,2010-03-06,11168000.0,11253000.0
W,Industry,Manufacturing,2010-03-13,11175000.0,11252000.0
W,Industry,Manufacturing,2010-03-20,11183000.0,11250000.0
W,Industry,Manufacturing,2010-03-27,11188000.0,11248000.0
W,Industry,Manufacturing,2010-04-03,11190000.0,11248000.0
W,Industry,Manufacturing,2010-04-10,11200000.0,11255000.0
W,Industry,Manufacturing,2010-04-17,11215000.0,11265000.0
W,Industry,Manufacturing,2010-04-24,11230000.0,11272000.0
W,Industry,Manufacturing,2010-05-01,11238000.0,11280000.0
W,Industry,Manufacturing,2010-05-08,11282000.0,11318000.0
W,Industry,Manufacturing,2010-05-15,11302000.0,11323000.0
W,Industry,Manufacturing,2010-05-22,11294000.0,11286000.0
W,Industry,Manufacturing,2010-05-29,11322000.0,11297000.0
W,Industry,Manufacturing,2010-06-05,11347000.0,11300000.0
W,Industry,Manufacturing,2010-06-12,11376000.0,11307000.0
W,Industry,Manufacturing,2010-06-19,11399000.0,11308000.0
W,Industry,Manufacturing,2010-06-26,11424000.0,11316000.0
W,Industry,Manufacturing,2010-07-03,11432000.0,11325000.0
W,Industry,Manufacturing,2010-07-10,11440000.0,11331000.0
W,Industry,Manufacturing,2010-07-17,11427000.0,11313000.0
W,Industry,Manufacturing,2010-07-24,11438000.0,11317000.0
W,Industry,Manufacturing,2010-07-31,11443000.0,11328000.0
W,Industry,Manufacturing,2010-08-07,11447000.0,11331000.0
W,Industry,Manufacturing,2010-08-14,11451000.0,11346000.0
W,Industry,Manufacturing,2010-08-21,11432000.0,11340000.0
W,Industry,Manufacturing,2010-08-28,11426000.0,11352000.0
W,Industry,Manufacturing,2010-09-04,11419000.0,11354000.0
